04:40:52 --->   row_id 27 - Actual: Urology | Predicted: Gastroenterology | Specialty: Gastroenterology
    (interactive)

We can see that we have 10 different types of objects in the global scope. This is pretty standard, since R has its own set of base classes, and new classes are often based on them. These include:

<blockquote class="highlight"><pre class="language-r">class <a href="http://www.Rdocumentation.org/packages/caret" data-raw-source="&quot;caret&quot;">caret</a></pre>
</blockquote>

The base classes can be found in the `base` package, and they include:

<blockquote class="highlight"><pre class="language-r">class <a href="http://www.Rdocumentation.org/packages/base" data-raw-source="&quot;base&quot;">base</a></pre>
</blockquote>

As we will see later, these classes are used by many packages in R, including `caret`.

### Global Scope

The global scope is the first and most intuitive place to look for classes in R. If we type <code class="docgen-error">class(some_variable)</code>, a popup window will appear with all available functions. We can click on `base` to see what the base classes are, or use the search bar to find classes that start with a certain prefix.

<figure class="highlighter" data-lang="r"><pre><a href="https://raw.githubusercontent.com/tidyverse/r-help/master/inst/doc/rhelp/manipulating-variables-and-dataframes.html#Global%20Scope">
<img src="../../../_static/images/global-scope.png" height="481" width="639"/>
</a></pre></figure>

### Packages

Sometimes you want to import a class from another package or create one yourself. In that case, the `import` command comes in handy:

<blockquote class="highlight"><pre class="language-r">class <a href="http://www.Rdocumentation.org/packages/dplyr" data-raw-source="&quot;dplyr&quot;">dplyr</a></pre>
</blockquote>

### Classes in R Documentation

<h3><a class="anchor" id="help">Help</a></h3>

Another way to find classes is by typing the command <code class="docgen-error"><span class="light">?</span></code>, which will display some basic information about R. We can type:

<blockquote class="highlight"><pre class="language-r">?class</pre>
</blockquote>

which will give a summary of all available functions, as well as a link to the documentation. You can also type <code class="docgen-error"><span class="light">help()</span></code>, which will show information about the current variable or function you are working with:

<blockquote class="highlight"><pre class="language-r">?some_variable</pre>
</blockquote>

The <a href="http://www.Rdocumentation.org/packages/caret" data-raw-source="&quot;caret&quot;">`caret`</a> package is a great example of how the documentation can come in handy:

<blockquote class="highlight"><pre class="language-r">?caret</pre></blockquote>

The first part of this output, `R documentation for &#34;caret&#34;`, will show you what is available online. Below that is a list of all the classes, methods and help files in the package. The last line shows us how to install the package:

<blockquote class="highlight"><pre class="language-r">install.packages(caret)</pre>
</blockquote>

### Classes from packages

You can also find information about all classes from other packages by typing <code class="docgen-error">?class(package_name)</code>. For example, if we type <a href="http://www.Rdocumentation.org/packages/dplyr" data-raw-source="&quot;dplyr&quot;">`?class(dplyr)`</a>, the output will be:

<blockquote class="highlight"><pre class="language-r">class <a href="http://www.Rdocumentation.org/packages/dplyr" data-raw-source="&quot;dplyr&quot;">dplyr</a></pre>
</blockquote>

You can also type <code class="docgen-error"><span class="light">?class(some_variable)</span></code>, which will show you the classes that a variable belongs to. In this case, we are interested in finding out if `nrow` belongs to any base or package classes:

<blockquote class="highlight"><pre class="language-r">?class(nrow)</pre>
</blockquote>

We can also search for all objects that belong to a certain class. To find all the `caret` objects in memory, we would type <code class="docgen-error"><span class="light">?class(caret)</span></code>:

<blockquote class="highlight"><pre class="language-r">?class(caret)</pre>
</blockquote>

There are a few different ways to do this in R. You can search the global scope by typing <code class="docgen-error"><span class="light">?allclasses()</span></code>, which will give you all classes, or you can use the `findAllClasses` function from the <a href="http://www.Rdocumentation.org/packages/data.table" data-raw-source="&quot;data.table&quot;">`datatable`</a> package:

<blockquote class="highlight"><pre class="language-r">findAllClasses(caret)</pre>
</blockquote>

### Classes from Namespaces

You can also find classes by typing the namespace name followed by a dot (`.`) and a space. For example, to get all classes in the `base` package, we would type:

<blockquote class="highlight"><pre class="language-r">classes <a href="http://www.Rdocumentation.org/packages/caret" data-raw-source="&quot;caret&quot;">(package &quot;base&quot;)</a></pre>
</blockquote>

We can also use this method to find classes that belong to a package, or even an entire namespace. To find all the objects in memory that are part of `dplyr`, we would type:

<blockquote class="highlight"><pre class="language-r">classes <a href="http://www.Rdocumentation.org/packages/dplyr" data-raw-source="&quot;dplyr&quot;">(package &quot;dplyr&quot;</a>)</pre>
</blockquote>

Another way to find a class is by typing its name followed by the <code class="docgen-error"><span class="light">?</span></code> operator:

<blockquote class="highlight"><pre class="language-r">?caret</pre>
</blockquote>

### Classes from Objects and Expressions

Sometimes we don&#39;t know the name of a class, but we do have an object in memory. In that case, we can use the `class` function to find out what type it is. For example, if we want to know what kind of object <code class="docgen-error"><span class="light">nrow</span></code> is, we could type:

<blockquote class="highlight"><pre class="language-r">class(nrow)</pre>
</blockquote>

<blockquote class="highlight"><pre class="language-r">class(caret.train_set$num_cpus)</pre>
</blockquote>

You can also use the `typeof` function to see what type of object a variable is:

<blockquote class="highlight"><pre class="language-r">typeof(nrow)</pre>
</blockquote>

You can also look up classes in expressions, which will return all objects that match the expression. For example, if we wanted to find all the `data.table` objects in a data frame, we would type:

<blockquote class="highlight"><pre class="language-r">class(as_t(caret.train_set))</pre>
</blockquote>

However, this can sometimes be tricky, since R will only recognize the expression as an object if it is in a function call. For example:

<blockquote class="highlight"><pre class="language-r">class(as_t(caret.train_set))</pre>
</blockquote>

Will not work, but:

<blockquote class="highlight"><pre class="language-r">class(as_t(caret.train_set[1]))</pre>
</blockquote>

Would.

### Classes from Functions and Methods

Sometimes we don&#39;t know what type of object a function is returning, but we still want to find out the class name. To do this, we can use the `class()` function:

<blockquote class="highlight"><pre class="language-r">class(caret)</pre>
</blockquote>

This will return all classes that the function belongs to. In this case, it returns both `package &quot;base&quot;` and `package &quot;caret&quot;`.

One way to tell what kind of object a function is returning is by using the <code class="docgen-term"><span class="light">as_t</span></code> function. For example, if we want to find out whether the <code class="docgen-term"><span class="light">train_set</span></code> object in `caret` is a list or an environment:

<blockquote class="highlight"><pre class="language-r">as_t(caret.train_set)</pre>
</blockquote>

This will return <code class="docgen-term"><span class="light">environment</span></code>. If we want to know whether <code class="docgen-term"><span class="light">train_set$num_cpus</span></code> is a list, we can call <code class="docgen-term"><span class="light">as_t(caret.train_set$num_cpus)</span></code>:

<blockquote class="highlight"><pre class="language-r">as_t(caret.train_set$num_cpus)</pre>
</blockquote>

This will return <code class="docgen-term"><span class="light">integer</span></code>. Another way to get a class name is by using the <code class="docgen-term"><span class="light">is.same.class(x, y)</span></code> function, which returns `TRUE` if x and y are of the same type (or `FALSE` otherwise):

<blockquote class="highlight"><pre class="language-r">is.same.class(caret, caret.train_set$num_cpus)</pre>
</blockquote>

If we wanted to know whether <code class="docgen-term"><span class="light">nrow(caret.train_set$num_cpus)</span></code> is a list, we would use:

<blockquote class="highlight"><pre class="language-r">is.same.class(nrow(caret.train_set$num_cpus), nrow(caret))</pre>
</blockquote>

If we wanted to know whether <code class="docgen-term"><span class="light">nrow(caret.train_set$num_cpus)</span></code> is a data frame, we would use:

<blockquote class="highlight"><pre class="language-r">is.same.class(nrow(caret.train_set$num_cpus), nrow(as_t(data.frame(numeric())))</pre>
</blockquote>

If the two objects don&#39;t have the same type, we will get a value of 0 (the <code class="docgen-term"><span class="light">is.same.class</span></code> function returns 1 for TRUE and 0 for FALSE). However, if they do share a common type, we will get a 1.

### Classes from Objects and Expressions

In some situations, the class of an object is not clear. In that case, it&#39;s useful to see which objects belong to the same class as the object in question. For example, if we want to find all <code class="docgen-term"><span class="light">data.frame</span></code> objects and their subclasses:

<blockquote class="highlight"><pre class="language-r">class(as_t(data.frame()))</pre>
</blockquote>

However, this will return all the <code class="docgen-term"><span class="light">class</span></code>s that are a subclass of <code class="docgen-term"><span class="light">data.frame</span></code>. What we really want is to find all <code class="docgen-term"><span class="light">data.frame</span></code> objects and their subclasses. We can do this by using the <code class="docgen-term"><span class="light">classify`</span></code> function, which returns a <code class="docgen-term"><span class="light">list</span></code> of all classes that are directly or indirectly subclasses of <code class="docgen-term"><span class="light">data.frame</span></code>:

<blockquote class="highlight"><pre class="language-r">classify(as_t(data.frame()))</pre></blockquote>

For example, if we wanted to know which classes <code class="docgen-term"><span class="light">data.frame</span></code> objects belong to:

<blockquote class="highlight"><pre class="language-r">classify(as_t(data.frame()))[[1]])</pre></blockquote>

This will return a <code class="docgen-term"><span class="light">list</span></code> containing the following objects:

<blockquote class="highlight"><pre class="language-r">[[1]]
[1] "data.frame" "<table>" "data.frame" "<data.frame>" "table" "data.frame" "data.frame" "matrix" "data.frame" "matrix" "matrix" "matrix" </pre></blockquote>

For more information, check out the <a href="https://www.rdocumentation.org/packages/base/versions/3.6.2/topics/classify">R documentation</a>.<span class="kwd">library(mosaic)</span>

### Classes from Functions and Methods

In some cases, we will want to find out the classes of functions or methods. The <code class="docgen-term"><span class="light">classify</span></code> function can also be used for this purpose:

<blockquote class="highlight"><pre class="language-r">classify(caret::trainControl())</pre></blockquote>

This returns a <code class="docgen-term"><span class="light">list</span></code> with the following objects in it:

<blockquote class="highlight"><pre class="language-r">[[1]]
[1] "function" "<function>" "method" "function" "function" </pre></blockquote>

### Classes from Comparison Functions

The <code class="docgen-term"><span class="light">classify</span></code> function can also be used to find out the classes of comparison functions. For example, if we wanted to know which kinds of comparisons are possible for a string:

<blockquote class="highlight"><pre class="language-r">classify(strings::str_compare())</pre></blockquote>

This will return a <code class="docgen-term"><span class="light">list</span></code> with the following objects in it:

<blockquote class="highlight"><pre class="language-r">[[1]]
[1] "function" "<function>" "function" </pre></blockquote>

### Classes from Generic Functions

Sometimes we will want to know what kind of object a generic function is returning. To do this, we can call the <code class="docgen-term"><span class="light">classify`</span></code> function:

<blockquote class="highlight"><pre class="language-r">classify(caret::trainControl(object = "list"))</pre></blockquote>

This will return a <code class="docgen-term"><span class="light">list</span></code> with the following objects in it:

<blockquote class="highlight"><pre class="language-r">[[1]]
[1] "function" "<function>" "method" "function" "function" </pre></blockquote>

However, the <code class="docgen-term"><span class="light">classify`</span></code> function will not return all the classes of an object. Instead it will only return those that are directly or indirectly subclasses of the object in question. If you want to know which types a generic function is returning, it&#39;s best to call <code class="docgen-term"><span class="light">classify</span></code> on the <code class="docgen-term"><span class="light">as_t</span></code> object of the function. Here&#39;s an example of how this might work for a generic function:

<blockquote class="highlight"><pre class="language-r">classify(function() {
  x <- as_t(1) + as_t(2) + 3
})</pre></blockquote>

This will return a <code class="docgen-term"><span class="light">list</span></code> with the following objects in it:

<blockquote class="highlight"><pre class="language-r">[[1]]
[1] "function" "<function>" "method" "function" "function" "function" </pre></blockquote>

### Constructing Custom Classes

The <code class="docgen-term"><span class="light">classify`</span></code> function will only return subclasses. However, it is also possible to define your own classes and add them to the global namespace (i.e., all R sessions). To do this, we can use the <code class="docgen-term"><span class="light">makeClass`</span></code> function. For example, suppose you wanted to create a new "A" type of object which has some specific methods and properties. All you would need is to define what those properties are, which methods should exist, and specify the inheritance hierarchy:

<blockquote class="highlight"><pre class="language-r">makeClass("A", inheritedFrom = c("base", "numeric"), properties = list(strength = 10), methods = list(funcName = "strength"))</pre></blockquote>

This will create a new type of object, which can be used like any other in the global environment:

<blockquote class="highlight"><pre class="language-r">A <- makeClass("A")</pre></blockquote>

### Generating Class Hierarchies

Sometimes you may need to know how different classes relate to each other. We can use the <code class="docgen-term"><span class="light">classify`</span></code> function to generate a hierarchical view of all known R classes. For example, suppose we want to know about the base types that make up our data:

<blockquote class="highlight"><pre class="language-r">library(ggplot2) library(reshape2) plot_dat <- ggplot() + geom_point(aes(x = "strength", y = 10), dat = A) + xlim(c(0, 50)) + ylim(c(-4, 5)) + facet_wrap(~class, scales = "free") plot_dat + ggtitle("All Classes") plot_dat + theme(axis.text = element_text(size = 10), axis.title = element_text(face="bold", size = 12), axis.ticks = element_list(length = 3, margin = margin(-0.5))) plot_dat + ggtitle("Classes of A") plot_dat + theme(axis.text = element_text(size = 8), axis.title = element_text(face="bold", size = 12), axis.ticks = element_list(length = 3, margin = margin(-0.5)))</pre></blockquote>

### Constructing Class Objects in the Global Environment

We can create object of any class that exists in R&#39;s global environment using the <code class="docgen-term"><span class="light">makeClass</span></code> function. For example, suppose we wanted to construct an object from our data:

<blockquote class="highlight"><pre class="language-r">A <- makeClass("A")</pre></blockquote>

### Constructing Class Objects in a Closed Environment

In some situations you may want to work with your own classes, but not allow them into the global environment. To do this, you must use the <code class="docgen-term"><span class="light">makeClass</span></code> function in an environment closed environment (i.e., a local environment). For example, suppose we wanted to create a new type of object with its own methods and properties:

<blockquote class="highlight"><pre class="language-r">makeClass("newtype")</pre></blockquote>

### Adding Properties to Existing Classes

Instead of creating a new class, you can add properties to an existing one. To do this, you must use the <code class="docgen-term"><span class="light">addProperties`</span></code> function:

<blockquote class="highlight"><pre class="language-r">A <- addProperties(A, "strength", 10)</pre></blockquote>

You can also specify the inheritance hierarchy of your new property:

<blockquote class="highlight"><pre class="language-r">A <- addProperties(A, "strength", 10, inheritedFrom = c("base", "numeric"))</pre></blockquote>

### Adding Methods to Existing Classes

Instead of adding properties to existing classes, you can add methods. The <code class="docgen-term"><span class="light">addMethods`</span></code> function is very similar to the <code class="docgen-term"><span class="light">addProperties`</span></code> function:

<blockquote class="highlight"><pre class="language-r">A <- addMethods(A, "strength", 10)</pre></blockquote>

You can also specify the inheritance hierarchy of your new method:

<blockquote class="highlight"><pre class="language-r">A <- addMethods(A, "strength", 10, inheritedFrom = c("base", "numeric"))</pre></blockquote>

### Adding a Method to an Existing Class

Instead of creating new classes or adding properties/methods to existing ones, you can also add methods to class objects:

<blockquote class="highlight"><pre class="language-r">A <- addMethod(A, "strength", function(.sd = .sd + 10))</pre></blockquote>

You can also specify the inheritance hierarchy of your new method:

<blockquote class="highlight"><pre class="language-r">A <- addMethod(A, "strength", function(.sd = .sd + 10), inheritedFrom = c("base", "numeric"))</pre></blockquote>

### Adding a Property to an Existing Class

Instead of creating new classes or adding properties/methods to existing ones, you can also add methods to class objects:

<blockquote class="highlight"><pre class="language-r">A <- addProperty(A, "strength", 10)</pre></blockquote>

You can also specify the inheritance hierarchy of your new method:

<blockquote class="highlight"><pre class="language-r">A <- addProperty(A, "strength", 10, inheritedFrom = c("base", "numeric"))</pre></blockquote>

### Adding a Property to an Existing Class Using Functional Forms

As well as adding properties and methods to existing classes, you can also use the <code class="docgen-term"><span class="light">addProperty`</span></code> function. However, instead of adding the property directly to the class, it will add a new object which is then added to the class:

<blockquote class="highlight"><pre class="language-r">A <- addProperty(A, "strength", 10)</pre></blockquote>

### Adding New Classes

As well as adding properties and methods to existing classes, you can also add new classes. The <code class="docgen-term"><span class="light">makeClass`</span></code> function is very similar to the <code class="docgen-term"><span class="light">addMethods`</span></code> function:

<blockquote class="highlight"><pre class="language-r">A <- makeClass("newclass")</pre></blockquote>

You can also specify the inheritance hierarchy of your new class:

<blockquote class="highlight"><pre class="language-r">A <- makeClass("newclass", inheritedFrom = c("base", "numeric"))</pre></blockquote>

### Removing Classes from Existing Class Hierarchies

Instead of creating a completely new class, you can also remove an existing class from the class hierarchy. To do this you use the <code class="docgen-term"><span class="light">removeClass`</span></code> function:

<blockquote class="highlight"><pre class="language-r">A <- removeClass(A, "strength")</pre></blockquote>

You can also specify the inheritance hierarchy of your new class:

<blockquote class="highlight"><pre class="language-r">A <- removeClass(A, "strength", inheritedFrom = c("base", "numeric"))</pre></blockquote>

### Class Hierarchies

R is organized into a hierarchy of classes. For example, if you have created your own newclass, then it will become part of the base package's class hierarchy:

<blockquote class="highlight"><pre class="language-r">A$inheritedFrom</pre></blockquote>

This will return "base", because newclass is a subclass of base. Similarly you can retrieve information about the superclasses of any class by calling <code class="docgen-term"><span class="light">getSuperClasses`</span></code>. To get the superclasses of A, simply call:

<blockquote class="highlight"><pre class="language-r">A$getSuperClasses()</pre></blockquote>

This will return a list of all the classes in R. If you would like to see more information about how the hierarchy is organized then you can use <code class="docgen-term"><span class="light">getPackageInfo`</span></code>. This function will print out package, name, description, version and authors for the packages that define the classes in the superclasses of your class. To get this information you simply call:

<blockquote class="highlight"><pre class="language-r">A$getPackageInfo()</pre></blockquote>

### Creating Classes from Existing Data Frames

R also supports the creation of class objects directly from data frames, either as a list (or vector) or as an nxn matrix. You can create a new class using <code class="docgen-term"><span class="light">makeClass`</span></code>. For example:

<blockquote class="highlight"><pre class="language-r">A <- makeClass(as.data.frame(A))</pre></blockquote>

### Class Hierarchies with Multiple Parent Classes

Sometimes you might want to create a new class that inherits from multiple parent classes:

<blockquote class="highlight"><pre class="language-r">A <- makeClass(newclass = "A", inheritedFrom = c("base", "numeric"))</pre></blockquote>

### Methods vs. Classes

As well as adding methods and properties to existing classes, you can also add them directly to the class itself:

<blockquote class="highlight"><pre class="language-r">A$addMethod("strength")</pre></blockquote>

This will create a new method called "strength". The name of the class does not have to be in lowercase (e.g., <code class="docgen-term"><span class="light">A$addMethod("strength")</span></code>) because R is case insensitive and will correctly interpret either case.

<div class="block">
  <h3>Class Hierarchies with Multiple Parent Classes</h3>
  
  <p>Sometimes you might want to create a new class that inherits from multiple parent classes:</p>
  
  <pre><code class="language-r"><span class="light">A <- makeClass(newclass = "A", inheritedFrom = c("base", "numeric"))</span></code></pre>
</div>

### Methods vs. Classes

As well as adding methods and properties to existing classes, you can also add them directly to the class itself:
<div class="block">
  <h3>Class Hierarchies with Multiple Parent Classes</h3>
  
  <p>Sometimes you might want to create a new class that inherits from multiple parent classes:</p>
  
  <pre><code class="language-r"><span class="light">A <- makeClass(newclass = "A", inheritedFrom = c("base", "numeric"))</span></code></pre>
</div>

### Methods vs. Classes

As well as adding methods and properties to existing classes, you can also add them directly to the class itself:
<div class="block">
  <h3>Class Hierarchies with Multiple Parent Classes</h3>
  
  <p>Sometimes you might want to create a new class that inherits from multiple parent classes:</p>
  
  <pre><code class="language-r"><span class="light">A <- makeClass(newclass = "A", inheritedFrom = c("base", "numeric"))</span></code></pre>
</div>

### Methods vs. Classes

As well as adding methods and properties to existing classes, you can also add them directly to the class itself:
<div class="block">
  <h3>Class Hierarchies with Multiple Parent Classes</h3>
  
  <p>Sometimes you might want to create a new class that inherits from multiple parent classes:</p>
  
  <pre><code class="language-r"><span class="light">A <- makeClass(newclass = "A", inheritedFrom = c("base", "numeric"))</span></code></pre>
</div>

### Methods vs. Classes

As well as adding methods and properties to existing classes, you can also add them directly to the class itself:
<div class="block">
  <h3>Class Hierarchies with Multiple Parent Classes</h3>
  
  <p>Sometimes you might want to create a new class that inherits from multiple parent classes:</p>
  
  <pre><code class="language-r"><span class="light">A <- makeClass(newclass = "A", inheritedFrom = c("base", "numeric"))</span></code></pre>
</div>

### Constructors
<div class="block">
  <h3>Constructors</h3>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods. The syntax to define a constructor is:</p>
  
  <pre><code class="language-r"><span class="light">A&lt;{type} &gt;(x, ...)(y, ...) =&nbsp;&nbsp;c&amp;nd&quot;class&quot; =&nbsp;&nbsp;class(y)&nbsp;,&nbsp;...&nbsp;other&nbsp;args</span></code></pre>
  
  <p>In the first line, the function name (A) is specified as a variable of type constructor. In the second line, the parameter name x and type (type = &quot;type&quot;) are specified, along with the argument types y and other arguments. The function has no return value.</p>
  
  <div class="highlight"><pre><span class="light">A&lt;{type} &gt;(x, ...)(y, ...)</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods. The syntax to define a constructor is:</p>
  
  <pre><code class="language-r"><span class="light">A&lt;{type} &gt;(x, ...)&nbsp;&amp;c&amp;nd&quot;class&quot; =&nbsp;&nbsp;class(&nbsp;y)&nbsp;,&nbsp;...&nbsp;other&nbsp;args</span></code></pre>
  
  <p>In the first line, the function name (A) is specified as a variable of type constructor. In the second line, the parameter name x and type (type = &quot;type&quot;) are specified, along with the argument types y and other arguments. The function has no return value.</p>
  
  <div class="highlight"><pre><span class="light">A&lt;{type} &gt;(x, ...)</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods. The syntax to define a constructor is:</p>
  
  <pre><code class="language-r"><span class="light">A&lt;{type} &gt;(x, ...)&nbsp;&amp;c&amp;nd&quot;class&quot; =&nbsp;&nbsp;class(&nbsp;y)&nbsp;,&nbsp;...&nbsp;other&nbsp;args</span></code></pre>
  
  <p>In the first line, the function name (A) is specified as a variable of type constructor. In the second line, the parameter name x and type (type = &quot;type&quot;) are specified, along with the argument types y and other arguments. The function has no return value.</p>
  
  <div class="highlight"><pre><span class="light">A&lt;{type} &gt;(x, ...)</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
  <pre><code class="language-r"><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></code></pre>
  
  <p>R uses constructors to create new objects. A constructor is called when a variable of the appropriate type is created and it allows for the specification of properties and methods.</p>
  
  <div class="highlight"><pre><span class="light">base&lt;{type} &gt;(x, ...) = base()</span></pre></div>
</div>

### Constructors vs. Classes
<div class="block">
  <h3>Constructors vs. Classes</h3>
  
  <p>A constructor can be specified directly:</p>
  
